"class","text"
"Neg","talking to my over driver about where I'm goinghe said he'd love to go to New York too but since Trump it's probably not"
"Neg","I love them with all my hort unhappy  "
"Neg","Golly gosh. This is simply dreadful What havoc must be wreaking subsurface? Black salve won't "
"Neg","Autograph book at the ready"
"Neg"," no sign of Garry Barlow yet sad "
"Neg","Thank you roshhh  i miss you and everyone too.  love youuu more "
"Neg","please meeeee you have followed me for almost to  years now unhappy "
"Neg","what happened unhappy "
"Neg","True! Khilado kuch unhappy "
"Neg","realized i havent eaten rice maghapon because i finished 3 packs of spicy seafood noodles + to  extra big chilimansi :(acid attack right now"
"Neg","Post-show blues are hitting hard. unhappy "
"Neg","all ready for its poster - when my computer gets"
"Neg","good morning unhappy "
"Neg","Wht sort of thing (can't use word person for it)can cause such suffering to ths sad "
"Neg","i want to kiss his nose and tell him i love him sad "
"Neg","i stayed 3 hours on the phone with aD my bubbyyyyyyy i miss her unhappy"
"Neg","No girl unhappy  that's why. Wa ropiwa 1. Sandton is unnecessarily expensive2. Try salons in Braam."
"Neg","I was actually looking forward to seeing if your theory around his personal vote was correct unhappy "
"Neg","Who to bring to MB man unhappy "
"Neg","I am sad to report that the robins egg my mom found in the yard after a storm has been taken off life support. Poor thing is too frozen unhappy "
"Neg","Her back unhappy  "
"Neg","slight buzy kasi besh unhappy  "
"Neg","When you're late to work because you had to break the news to the lovely lady who cleans the house... crying together unhappy "
"Neg","They stopped having them when they got rid of the toy surprises at the bottom unhappy "
"Neg","tell me unhappy  why"
"Neg","i cant find my striped shirt unhappy  so instant message wearing the one that says what is your favorite thing? with lucas in the middle"
"Neg","Guys please help me retweet unhappy  "
"Neg","there's always shit like this. there's always people who are less deserving getting tickets"
"Neg"," and winning giveaways etc unhappy "
"Neg","truuuu!! si grim reaper and sunny huhu grabe love story nila unhappy "
"Neg","I caught a cold. unhappy  It seems I've got tired than I expected...."
"Neg","Shameful"
"Neg"," shameful business :(Stop paying giant corporations for foods you just don't need.... wake up people plea "
"Neg","I miss my baby unhappy "
"Neg","HOLY SHIT! 40 pages script of the opening scene of Man Of Steel on Krypton got compressed.I wish I could at least"
"Neg","Late nights "
"Neg","I face swapped a cat with a dog and it's really upsetting unhappy  "
"Neg","failed unhappy  .g hehe"
"Neg","I miss my boo so much unhappy "
"Neg","I need a car unhappy  but no car unhappy  poor me unhappy "
"Neg","I wish i could attend it too unhappy "
"Neg","ikr. I would have trauma if i ware him unhappy "
"Neg","4/20 today"
"Neg"," but it wasn't lit at all unhappy "
"Neg","why is life so unfair? unhappy "
"Neg","The biblical lectures are coming. More notification soon. Tomorrow"
"Neg"," in fact. "
"Neg","I'm so glad I don't care what people think anymore but I wish I still looked my best everyday like I used too sad  I just pick"
"Neg","MUZ U MORE"
"Neg"," SURE NO PROB. ILABYU TOO  "
"Neg","Such a lucky slave i wish this was me unhappy "
"Neg","instant message still hoping unhappy  "
"Neg","fuck unhappy "
"Neg","i tak ambik wedding package cause i is poor unhappy  i ambik aromaterapi massage je hajxjsjsj. Hehe see uuuu jwa "
"Neg","Koalas are dying of thirst  and it's all because of us unhappy  "
"Neg","unhappy  let's fight all those kids "
"Neg","it's not cassandra cain. unhappy  not sure i want to watch batbuffy. batwoman would have been more interesting. "
"Neg","Half of the time it doesn't load"
"Neg"," the other half of the time it crashes unhappy  It's embarassing when I' "
"Neg","right i don%27t see how people can just do shit like this"
"Neg","i miss hoseok unhappy  "
"Neg","Left few months in HinHua ler unhappy  I need to gambateh wink  "
"Neg","A fish killer going to be pressed younhappy  I the hoe of today you were a  GOOD person "
"Neg","She loved Beth so much unhappy "
"Neg","prince baekhyun.....throw me into the dungeon please i don't deserve to see your beautiful face unhappy "
"Neg","They are family.  It's awful when they go.  Sorry to hear. unhappy "
"Neg","I face swapped a cat with a dog and it's really upsetting unhappy  "
"Neg","my honey unhappy  "
"Neg","We all do unhappy  Pizza in Taiwan! Its like a swift"
"Neg"," flavorful dream "
"Neg","Can't :(Tello"
"Neg","Swear I just walked past haha"
"Neg"," didn't get a chance to say hi unhappy "
"Neg","I miss quacktopia! unhappy "
"Neg","are dying of thirst  and it's all because of us unhappy   "
"Neg","Goodnight I love these beautiful boys unhappy  "
"Neg","Why no available in the U.K.? unhappy "
"Neg","Ailes sure knew how to make a great network!  Fox is going downhill wi "
"Neg","penge damit unhappy "
"Neg","I'm sorry unhappy "
"Neg","Koalas are dying of thirst  and it's all because of us unhappy  "
"Neg","i'm hungry unhappy "
"Neg","Finals are next week unhappy  wish me luck x"
"Neg","I miss Temperance Brennan and Seeley Booth so much unhappy "
"Neg","I miss quacktopia! unhappy "
"Neg","I said D2 largely because SD D2 doesn't run on newer versions of Mac OS and I miss playing it unhappy   HD woul"
"Neg","follow mee plss unhappy  "
"Neg","talking to my over driver about where I'm goinghe said he'd love to go to New York too but since Trump it's probably not"
"Neg","Babye old twitter unhappy "
"Neg","congratyoulations Harry!!!!! Been with you since fifa 13!!!! Miss yoyour younboxing videos unhappy"
"Neg","can't wait to see you in that film Karl! I wished you would be here were I'm bu"
"Neg","Cram reading unhappy "
"Neg","I'm job searching and got none so:(ButHedonism i got in abundance"
"Neg","it's only been a few days since their promotion ended but i'm already missing her so much unhappy  "
"Neg","Hello I am getting cyber bullied by do something about it unhappy "
"Neg","Call center nice game 4/20 unhappy"
"Neg","BES RIP  "
"Neg","Follow me too unhappy  "
"Neg","I'll be attending cosmic latte on saturday and i'll give these out to selu shippers KASI SELU MONTH QAQO unhappy  "
"Neg","baby unhappy  "
"Neg","I only just absorbed that I'm not going to get to laugh when he gets 2000 votes. unhappy"
"Neg","friendly fire to wings tour unhappy "
"Neg","my back hurts sad "
"Neg","Typed up all the medical  shorthand abbreviation we use for work"
"Neg"," and the dame computer decides to crash unhappy  now I... "
"Neg","excuse me i don%27t see my nama unhappy"
"Neg","this is damn.... theres people who sincerely want to attend BH birthday party but bcs of those people who try for fun make them ca"
"Neg","That's shocking and evil unhappy "
"Neg","Zac farro is back By the way hehehe So sad Jeremy is not unhappy "
"Neg","Maa ki kuss tumhari. Now take this bullshit you loser. "
"Neg","I thought mountain dew in Australia had no caffeine and it was the little energy drink cans were caffeinated I will never sleep again unhappy "
"Neg","i hope this little beaand is andot overworkiandg himself and gettiandg at least some rest unhappy  "
"Neg","base unver ajalah MINAHAES unhappy "
"Neg","this is damn.... theres people who sincerely want to attend BH birthday party but bcs of those people who try for fun make them ca"
"Neg","has someone contacted jelpi about the issue rn? unhappy "
"Neg","arisun at town hall has pretty terrible service and rude staff. we only went there because ICG's fryer was broken unhappy "
"Neg","this is damn.... theres people who sincerely want to attend BH birthday party but bcs of those people who try for fun make them ca"
"Neg","Powerpoint'te mi hazirladiniz post'u unhappy "
"Neg","Yeah! My sight reading was pretty good in high school"
"Neg"," but I'm a bit rusty now! unhappy  "
"Neg","only pure evil people unhappy "
"Neg","poor baby unhappy  I hate people "
"Neg","what a great thing to be sad about unhappy "
"Neg","so my hair iand suandlight versus ando light but I waandt to chaandge it and I duandando if I waandt to go darker or bloandder sad  please help (po "
"Neg","Hi Ashish! We tried to call your number but got no response unhappy  Please share another suitable time and an alternate.. cont1"
"Neg","Kante why do broke girls love exposing broke niggars so much? Where's the team spirit? unhappy "
"Neg","But i want unhappy  that looks so yummy hehehe."
"Neg","Don't think I'm pretty enough unhappy "
"Neg","Koalas are dying of thirst  and it's all because of us unhappy  "
"Neg","did some warm up sketches of some of my faves"
"Neg","  i was going to add bazza"
"Neg"," but i can't"
"Neg","i just want to wish marissa a happy birthday but she keeps ignoring me sad "
"Neg","what's wrong with you why don't you like animals unhappy "
"Neg","Someone build house on (4) i cant do it unhappy  cant believe this hasn't already been done????"
"Neg","tulips are my favorite unhappy  "
"Neg","Omg I'm sad to say that I actually don't remember this! unhappy  when did this happen??"
"Neg","crying  We're getting VM soon wooo"
"Neg","unhappy  my 4c struggle is not valid?"
"Neg","77 ? Old Leyland"
"Neg"," love it unhappy "
"Neg","only pure evil people unhappy "
"Neg","sounds family "
"Neg","this is jimin to yoongi unhappy  "
"Neg","Chin up Leo crying  "
"Neg","slight buzy kasi besh unhappy  "
"Neg","Rip tes 100k experience  crying"
"Neg","please reading this breaks my heart unhappy "
"Neg","mager unhappy "
"Neg","penge damit unhappy "
"Neg","this is jimin to yoongi unhappy  "
"Neg","Bapak Tom Cruise. "
"Neg","I only just absorbed that I'm not going to get to laugh when he gets 2000 votes. unhappy"
"Neg","I just watched this kid from produce 101 who performed Chewing Gum omoo poor kid bless his soul unhappy"
"Neg","Definitely my arms unhappy  "
"Neg","My moms leaving today to go out of town and I already miss her unhappy "
"Neg","I can't do it all on my own. (See what I did there? ) "
"Neg","When your online crush comes to the meet-up without their Snapchat filter unhappy  "
"Neg","and i would never forget about you!! "
"Neg","fuckin' headache everyday unhappy "
"Neg","Jyoust hyoug me"
"Neg","hyoug me longer than 10 secs. Hyoug me even when i don%27t want you to unhappy"
"Neg","the saddest part of my day everyday is when ryan has to leave at 5:30 am unhappy"
"Neg","What did he say I'm at work unhappy  totally made my day though"
"Neg","jimin doesnt follow me yet unhappy "
"Neg","I DON'T KNOW WHERE I WAS AT THIS TIME BUT I HAVE RETWEETED NOW AND I'VE BEEN WAITING THE DM FOR A LONG TIME unhappy "
"Neg","need moodbooster juseyo unhappy  "
"Neg","i miss you too unhappy "
"Neg","Wth why did 4/20 have to happen during the Easter holidays it's one of the best days in Leeds unhappy"
"Neg","hakyeon turns 27 soon oh my god no he's still a baby unhappy"
"Neg","It's gray outside today unhappy "
"Neg","I ordered car yesterday"
"Neg"," dealer said loads of cars were returning due to disabled losing them sad "
"Neg","Gotta keep trying before i have to quit to work unhappy  pick me please! give "
"Neg","Definitely my arms unhappy  "
"Neg","I literally couldn't see a thing when they were at the back of the stage"
"Neg"," the girl in front of me was "
"Neg","Definitely my arms unhappy  "
"Neg","getting up this morning was a hassle unhappy "
"Neg","My mom knows the struggle of this drystreak I'm on unhappy  "
"Neg","Haven't played FM in a long time. I really should. unhappy "
"Neg","Someone messed up unhappy  Available**"
"Neg","I miss my baby unhappy "
"Neg","Yesterday's faci so cute! But he 30+ :(Today's faci is old eeyer"
"Neg","yes jenniessi? "
"Neg","SO PRECIOUS I REALLY MISS HIM unhappy   "
"Neg","Louis_Tomlinson follow me please? unhappy "
"Neg","I WAITED FOR U unhappy "
"Neg","That makes me sad. unhappy  I wasn't friends with her like you"
"Neg"," but I liked seeing her posts and love her wri "
"Neg","I WAITED FOR YOU unhappy  "
"Neg","U4v9rr I wish I had noted the gentleman's name unhappy  but if you find out who he is"
"Neg"," please do commend him. H "
"Neg","I do it for 5/6 times a week leh sad  and yes closing is damn fuck opening so much better"
"Neg","no one is selling vhope banners what?  sad "
"Neg","All my irls are coming at me because I meet the boys too much and I don't deserve any of it unhappy "
"Neg","you might set the whole place on fire.  "
"Neg","i'll try sad and yes i am unhappy "
"Neg","Goodmorning!! My Parents are taking kids for lunch today- they are off school-Report Card! I'm wor "
"Neg","yeah sad "
"Neg","Streaming later in the day (night stream) since i have to go and take care of the internet contract"
"Neg"," sorry guys unhappy "
"Neg","True unhappy "
"Neg","help me too unhappy  as an early birthday gift huhu"
"Neg","Definitely my arms unhappy  "
"Neg","Just please look at how scared and full of tence lauren's face is after tryin reaching camila's hand"
"Neg"," baby unhappy  (bett"
"Neg","aww eunji didnt see win today sad  but congratulations to winner !!!!"
"Neg","You can have mine and I'll take the iPhone. I'm switching back when my contract is up... in a year and a half unhappy "
"Neg","i know.. i really want his ranks to rise a lot during tmr's episode but seeing how many tweet about him.. unhappy "
"Neg"," Hitches Ride For Final unhappy  "
"Neg","White genocide is not a thing. Its figment of your imagination. Youre a victim of nothing but disinformation. "
"Neg","one direction (band)  whats going on unhappy "
"Neg","Too bad i can't watch it unhappy  that cake is cute and looks delicious"
"Neg","Definitely my arms unhappy  "
"Neg","give me my own AHN MINHYUK juseyoooo unhappy "
"Neg","sorry unhappy  i just need sex for the time being"
"Neg","Definitely my arms unhappy  "
"Neg","wants to say HI to you."
"Neg","this is jimin to yoongi unhappy  "
"Neg","It seems they cost abut 40k a year? I'm paying half that for my full education and don't get treat"
"Neg","Definitely my arms unhappy  "
"Neg","come to Miami sad  "
"Neg","TW: S AssaultActually horrified how many friends of mine women I talk to have been sexually assaulted in past. Just found out another unhappy "
"Neg","my heart unhappy  "
"Neg","soph please don%27t win again unhappy   jk.. good luck i think you will draw a good poster"
"Neg","sad  I don't"
"Neg"," unfortunately"
"Neg","i really feel for that lamp unhappy "
"Neg","sadly I'm not unhappy "
"Neg","last kiss unhappy  "
"Neg","WHY ARE YOU WHIMPER AT ME? "
"Neg","this is damn.... theres people who sincerely want to attend BH birthday party but bcs of those people who try for fun make them ca"
"Neg","Been streaminuteg for 45 minute not understanding a thing and still.. unhappy"
"Neg","Why is it so difficult for me to get at least a chance unhappy "
"Neg","for some reason last.fm unlinks from spotify and i miss like a month of scrobbles before i notice unhappy "
"Neg","only take season 9 off"
"Neg","Definitely my arms unhappy  "
"Neg","Definitely my arms unhappy  "
"Neg","All of the park areas in Paris are marked as green on Google maps"
"Neg"," but in reality they're just patches of dusty dirt unhappy "
"Neg","ill be at work just a second come on unhappy "
"Neg","and he's still taking over a quarter of the billboard charts while x is"
"Neg","this is damn.... theres people who sincerely want to attend BH birthday party but bcs of those people who try for fun make them ca"
"Neg","Guys please help I tried to smoke some lettuce earlier but now my salad is ruined unhappy "
"Neg","CAN SOMEONE PLS GIFT ME XAYAH USING PI PLSSSS? unhappy "
"Neg","instant message still bored unhappy "
"Neg","this is jimin to yoongi unhappy  "
"Neg","My heart hurts. sad  I hate people "
"Neg","can just see the edge creeping in unhappy  "
"Neg","Its not organicthey'll shoehorn it inbut plot  character developmentMCU netflix has lesWhat support "
"Neg","I suddenly miss you ate unhappy "
"Neg","Biggest problem for paper books is storage unhappy "
"Neg","i havent been this early to school since last semester unhappy "
"Neg","Pierces like a bitch unhappy "
"Neg","I think that's one of the hottest part of your body  "
"Neg","wow this is amazing but i won't be in the country unhappy  "
"Neg","Definitely my arms unhappy  "
"Neg","i want harry's phonecase sad "
"Neg","Work at 7 this morning unhappy"
"Neg","jungkook looks like he gives the biggest and warmest hugs unhappy  "
"Neg","Ah Baba no idea tori olorun. May I never be a victim of such case "
"Neg","PSA: REMEMBER THIS WHEN YOU ASK ARTISTS TO DRAW FOR YOU. I'd say the same thing for writers but apparently commissi "
"Neg","I want to give him everything that makes him happy just to see this smile unhappy "
"Neg","I miss Jamie boy and we're both sick unhappy "
"Neg","what if the one direction (band)  itself is the one who's giving up? unhappy  "
"Neg","damn ify ate unhappy "
"Neg","Whaaattt "
"Neg","don't rt to save a guy's life "
"Neg","Nooo your hair color is pretty "
"Neg","Koalas are dying of thirst  and it's all because of us unhappy  "
"Neg","Definitely my arms unhappy  "
"Neg","where's justin i miss him unhappy "
"Neg","Someone should bring me breakfast to work unhappy "
"Neg","Thats grim unhappy "
"Neg","oh noooo baby unhappy "
"Neg","I'm so tired unhappy "
"Neg","I miss you Levi unhappy "
"Neg","i left my headphones at home unhappy  kms"
"Neg","I wish I was meeting OA again unhappy "
"Neg","A year ago today is the last time Sakho played for us unhappy "
"Neg","they would have sustained their fame if they did unhappy "
"Neg","I miss him unhappy  "
"Neg","ich will ned unhappy "
"Neg","When your online crush comes to the meet-up without their Snapchat filter unhappy  "
"Neg","This is by far my worst day of 2017 since January 8th unhappy  crying  crying ."
"Neg","Note to self: Dont get to attached crying "
"Neg","Mine hasn't been sending stuff unhappy "
"Neg","Definitely my arms unhappy  "
"Neg","Roc Boyz sad  "
"Neg","i love you but I can%27t be arsed i don%27t know why people keep saying it unhappy"
"Neg","No Celtics or Bruins today unhappy  At least Sale is pitching for the Sox"
"Neg","I honestly think that their just trying to get rid of me and make a mockery out of me in my Town because i just wont admit it. unhappy "
"Neg","Nooo your hair color is pretty "
"Neg","Aseek "
"Neg","Bantay? unhappy "
"Neg","Trying to get in touch with but their numbers appear to be down! unhappy "
"Neg","Need your help guys crying  "
"Neg","A fish killer going to be pressed younhappy  I the hoe of today you were a  GOOD person "
"Neg","I need lessons to learn how to start conversations with people and keep chatting with them unhappy "
"Neg"," Who hacked me unhappy "
"Neg","Damn you both"
"Neg"," I won't be on till later! unhappy "
"Neg","Lets hope a VIP does this good deed. I want to watch this too . They shouldn't have done thi "
"Neg","sometimes at night i feel scared and vulnerable crying "
"Neg","If you really want to dye it don't go lighter "
"Neg","how come i didn't get a reminder email this month unhappy "
"Neg","wowwow these are all so cute unhappy  i wantt "
"Neg"," [PLEASE RT] he'll buy me a blinking taehyung headband"
"Neg","if i get 900 retweets and 900 likes. help me :(un"
"Neg","younhappy  I'll keep it jyoust for you"
"Neg","Damn it isn't available here unhappy  "
"Neg","it's $10 but also free postage. i wish the seller had yanan and yeo one too. unhappy"
"Neg","Don kray denial of normal bi say "
"Neg","Same unhappy  I've unfollowed so many people ugh"
"Neg"," it's such a negative pit of unhappiness"
"Neg","its ending soon aah unhappy "
"Neg","Definitely my arms unhappy  "
"Neg","this is damn.... theres people who sincerely want to attend BH birthday party but bcs of those people who try for fun make them ca"
"Neg","Faltan Russel  why Noodle unhappy "
"Neg","yeah i am unhappy  thank you so much my angel "
"Neg","i miss jihoon sad "
"Neg","We lost: at Jacksonville"
"Neg","2010 Week 11"
"Neg","24-20 unhappy"
"Neg","i hope this little beaand is andot overworkiandg himself and gettiandg at least some rest unhappy  "
"Neg","Guess who's not getting a unicorn frappuccino because they're sold out unhappy "
"Neg","what if the one direction (band)  itself is the one who's giving up? unhappy  "
"Neg","come back callie  gabbie d ghost unhappy  i love you both"
"Neg","unhappy  oh man.."
"Neg","it kind of feels like a sunburight now right now sad  someone please make the nobby things on glasses not slip"
"Neg","Guess who's not getting a unicorn frappuccino because they're sold out unhappy "
"Neg","Would really like it if the coandsole versioands and got the update to makr it like the Steam versioand. =("
"Neg","Hi! We tried to call your number but got no response unhappy  Please share another suitable time and an alternate number.. cont1"
"Neg","Sooooo feels like a Friday today unhappy "
"Neg","Definitely my arms unhappy  "
"Neg","I miss talking to yoyoyou  who are yoyou younhappy  yoyou can always still talk to me "
"Neg","This picture makes me sad unhappy  "
"Neg","why can't dogs just live forever unhappy "
"Neg","I understand that look sad "
"Neg","my boyfriend mad cute unhappy "
"Neg","i miss minmin crying "
"Neg","good morning i had a nightmare and i'm still wondering why maddie hates me. this is only the beginning of the day unhappy "
"Neg","pake unhappy "
"Neg","I miss London already unhappy "
"Neg","jyoustinbieber can you please follow me on daianeryoufato i've been trying for too long unhappy  i love you so much baby! xx (April 20"
"Neg","2017 at 08:45AM)"
"Neg","Deep scratch ;_;All the paint is gone  you see the bare metal. So it needs to be fixed to avoid getting a rusting car soon unhappy "
"Neg","when will you go here in batangas? sad  "
"Neg","I miss you more unhappy "
"Neg","I only just absorbed that I'm not going to get to laugh when he gets 2000 votes. unhappy"
"Neg","this wasnt meant to sound ano sad "
"Neg","this is damn.... theres people who sincerely want to attend BH birthday party but bcs of those people who try for fun make them ca"
"Neg","One year ago today unhappy  "
"Neg","this song will always be one of my faves unhappy  "
"Neg","talking to my over driver about where I'm goinghe said he'd love to go to New York too but since Trump it's probably not"
"Neg","fuck get me followers unhappy  my ratio is amazing"
"Neg","mom please stop making cookies"
"Neg","they're like 90 calories per piece unhappy"
"Neg","I miss the 7/27 costumes unhappy"
"Neg","why did she delete the tweet"
"Neg"," now I need a different pinned tweet unhappy  "
"Neg","[thinks about how tfp soundwave is forever trapped in the void realm] unhappy "
"Neg","You deserve better . Hope you'll be okay unhappy  "
"Neg","mane has been amazing unhappy "
"Neg","Dammit the effect of the linearts doesn't show so nicely on twitter unhappy "
"Neg","but like HOW LONG IS A WHILE?! i didn't want him to be back but he puts me in such a good mood so i don't want him "
"Neg","we can get pork katsudon at Tokyo Diner! Tho it doesn't have egg in it unhappy "
"Neg","before anyone else we ass hole unhappy "
"Neg","the anniversary of josh's death unhappy "
"Neg","so sorry I havent been checking my tweets unhappy  We are all here for you!"
"Neg","Aww unhappy  I'm on Coeurl"
"Neg","Oh no unhappy "
"Neg","I liked a video "
"Neg","my puppies deserves all better unhappy  "
"Neg","My husband has a family history with the mafia too but he doesn't know the stories sad "
"Neg","WTF Canada 2017 and you are still in the 1700s. I Will Never support"
"Neg"," buy or do anything that supports Canada until"
"Neg","suuuuuuuuss scared crying "
"Neg","One table last night told me I look like a graceful ballerina gliding through tables- then another told me I looked like a flash dancer unhappy "
"Neg","seem I want to drop this account to wuhyungwon unhappy  "
"Neg","Don't ask. Two special issues lined up. unhappy "
"Neg","you got to rest"
"Neg"," man. : ( "
"Neg","Does anyone have a 7 adapter or 7 earbuds i can borrow for the day? Left mine in my car unhappy"
"Neg","I'm staying here in SA unhappy "
"Neg","Preacher...... unhappy "
"Neg","Umma why you do this crying "
"Neg","I miss it already unhappy "
"Neg","Well thanks for stoping by unhappy "
"Neg","Why? You don't like blonde hair? unhappy "
"Neg","3. That's a lot cheaper and easier than make your own. My schematic needs special cables that doesn't come easy. unhappy"
"Neg","Pozuelo (formerly of Swans) and Suso (Liverpool now AC)"
"Neg"," both look so so good at there current clubs. Shame they never cut it in the PL unhappy "
"Neg","Gorbachev done  w/o fear. Thought bold enough to implement his vision on Damp Squib unhappy "
"Neg","WUUT SERIOUSLY? "
"Neg","Who got to pen today man crying "
"Neg","As if this process hasn't been frustrating enough"
"Neg","it's just got 3 years longer unhappy"
"Neg","Roc Boyz sad  "
"Neg","Ravel Morrison unhappy  "
"Neg","That is super scary unhappy "
"Neg","Same. unhappy  I got a 12h stream coming up for my Bday in 8 hours. And I'm still not sleeping."
"Neg","talking to my over driver about where I'm goinghe said he'd love to go to New York too but since Trump it's probably not"
"Neg","Ps4 mate"
"Neg","got to aksis 2nd part and have a CP for him but have never completed it since return on investment dropped laughing out loud unhappy"
"Neg","we left it all unspoken"
"Neg"," we buried it alive and now it's screaming in my head crying "
"Neg","DONT LAUGH unhappy  MEANIE BASE "
"Neg","Sorry I didn't make it to the book drive yesterday couldn't get outta work unhappy "
"Neg","yoongi come back unhappy "
"Neg","NOOOO in here is 6.45 ;_; I have classes at that time unhappy"
"Neg","YG should have sent them to MCD. I want to see them holding the trophy unhappy  anyways "
"Neg","Call Duration: Before sex: 01:47:36 After sex: 00:00:19 crying"
"Neg","this is jimin to yoongi unhappy  "
"Neg","I'm all fucked up right now unhappy "
"Neg","Definitely my arms unhappy  "
"Neg","Last day of the camp tomorrow"
"Neg"," it's been so much fun and I absolutely love the kids!! Don't want it to be over so soon unhappy "
"Neg","Koalas are dying of thirst  and it's all because of us unhappy  "
"Neg","Think it would drive me mad once the synths and other robots turned up. unhappy "
"Neg","now i don%27t want to go camp unhappy"
"Neg","can I only pick one unhappy  "
"Neg","But I'm lonely. unhappy "
"Neg","Hi! We tried to call your number but got no response unhappy  Please share another suitable time and an alternate number for.. cont1"
"Neg","Miss my friends unhappy "
"Neg","The one on the left? I couldn't see it unhappy "
"Neg","not applicablengarag not applicable this unhappy  ill find more wonu pictures soon alxmdkcsnx "
"Neg","please answer request.  unhappy "
"Neg","Koalas are dying of thirst  and it's all because of us unhappy  "
"Neg","most painful thing ever is having feelings for someone you can't be with .. unhappy "
"Neg","No one is offering this poor old lady a seat unhappy "
"Neg","lexxxxxy unhappy  youre too nice to me instant message really not eek  "
"Neg","Why am I better at pen then pencil?dafaqcomonI just want to be a good drawer unhappy "
"Neg","mayes unhappy  .g"
"Neg","Thanks for that! Little things like that really help when sleep starts hitting and you don't drink coffee or energy drinks unhappy "
"Neg","i miss them already unhappy  "
"Neg","Definitely my arms unhappy  "
"Neg","oh my god what the heck i'm so sorry! this was one of my favorites as well unhappy "
"Neg","Scout photobombed my bluebells photo sad  "
"Neg","Crap. Hailie won't be there. She has a school game and won't make it to Middleburg in time unhappy "
"Neg","Still NO sign - it's a very small area ( Gardens ) and it would be very obvious sad  quite a few eyes now "
"Neg"," but no sign."
"Neg","My knee is similar colour to leny Henry's unhappy "
"Neg","Okey unhappy "
"Neg","In so much pain. My eye hurts unhappy  "
"Neg","Don't be buffalo unhappy "
"Neg","It's hard to imagine anyone but Robin unhappy  but still exciting nonetheless"
"Neg","at least it's not 80 cad like here unhappy  (90 cad with Quebec taxes)"
"Neg","Ye... I will miss you unhappy "
"Neg","22 is old unhappy"
"Neg","Rl? Serius? "
"Neg","I feel so awful today unhappy  I don't want to go to my internship"
"Neg","So I may be one of those workers who are not properly compensated unhappy "
"Neg","i love when people or message me w long messages about how beautiful they find joon like unhappy  yes i agree keep going"
"Neg","today hasn't been great unhappy  "
"Neg","Used up a month's worth at Laugharne Weekend sad  (no wi-fi in small Carmarthenshire towns"
"Neg"," let alone for free!)"
"Neg","Today is 4-20 which is Hitler's birthday unhappy"
"Neg","jungkook looks like he gives the biggest and warmest hugs unhappy  "
"Neg","Youngjae looked so sad in the video unhappy "
"Neg","babies unhappy  "
"Neg","I'll check that out... I was excited about the backup singers but they were way too backup unhappy "
"Neg","First round exit in 15 minutes followed by 45 of tech crying unhappy"
"Neg","my puppies deserves all better unhappy  "
"Neg","resolve is sooo slow on my laptop"
"Neg"," i don't think i'll be ever to edit long videos here unhappy  i'll go try another editing software "
"Neg","I hate throwing up  unhappy "
"Neg","As Nani in lies unconscious"
"Neg"," never mind Khushi"
"Neg"," I know I'm not ready to say goodbye unhappy  So"
"Neg"," w"
"Neg",":^) hello "
"Neg","He's not beating the two favourites here anyway so I'll stop caring about this match"
"Neg"," sob. unhappy "
"Neg","I feel like the 'only environments disable people' argument actually excludes many disabled people "
"Neg","this is jimin to yoongi unhappy  "
"Neg","Baaaper unhappy  "
"Neg","Roc Boyz sad  "
"Neg","Roc Boyz sad  "
"Neg","So last night I had a dream in which I moved to Japan and just so happened to see you! You denied my friendlies request. unhappy "
"Neg"," last night I had a dream in which I moved to Japan and just so happened to see you! You denied my friendlies request. unhappy "
"Neg","SO PRECIOUS I REALLY MISS HIM unhappy   "
"Neg","Oh no unhappy  what are you like?!  Is it still in shops?"
"Neg","aando uandhappy  i googled it the other day to read the meandu agaiand and it said it was a hoax"
"Neg","Thank you unhappy  i need a certificate signed from God"
"Neg","Hi Mahima! We share your concern unhappy  Please DM us your contact details so that we can get in touch for a detailed.. cont1"
"Neg","talking about tattoos just makes me want my bb8 tattoo more and more but i'm so broke it makes me unhappy"
"Neg","Never want to finish desperate housewives what will I do with my life unhappy "
"Neg","Not surprised that I have the least amount of followers out of the whole cast sad  LOL"
"Neg","Dear attendees"
"Neg","I'm very jealous of you all unhappy  Please go see 18:40 - Green Room on Sat!"
"Neg","talking to my over driver about where I'm goinghe said he'd love to go to New York too but since Trump it's probably not"
"Neg","Ok will do! I never had any problems with the old ticket app"
"Neg"," the new one just seems a bit unstable unhappy "
"Neg","We'd love to"
"Neg"," but customs mean we can't send food abroad unhappy  We do hope your other Birthday dreams come true"
"Neg","freebet any sport except total mkets on handball"
"Neg"," basketball etc theyre all restrict.Threw "
"Neg","ikr!! unhappy  oki welcome sam "
"Neg","Speech-to-text doesnt understand my accent or Irish names unhappy "
"Neg","this is jimin to yoongi unhappy  "
"Neg","there are some rumors going around and videos of his performances on youtube have already been deleted.. "
"Neg","I've Just Wrote 30 Tweets About But Still Didn't Notice Me crying"
"Neg","this is damn.... theres people who sincerely want to attend BH birthday party but bcs of those people who try for fun make them ca"
"Neg","but why? unhappy "
"Neg","Definitely my arms unhappy  "
"Neg","you don't post much lately?  school unhappy  "
"Neg","U GUYS ARE NOT NOTICING ME unhappy "
"Neg","Koalas are dying of thirst  and it's all because of us unhappy  "
"Neg","Sorry for being tired on stream. Will get some sleep and try be more fun tomorrow. Just wasn't feeling it tonight guys. Not"
"Neg","just now I saw. But you did not reply unhappy "
"Neg","how to be you piss off crying  3"
